ingredient,default_portion,default_portion_in_grams,Calcium_(MG)_per_100G,Carbohydrates_(G)_per_100G,Iron_(MG)_per_100G,Lipid_(G)_per_100G,Magnesium_(MG)_per_100G,Protein_(G)_per_100G,Sodium_(MG)_per_100G,Vitamin_A_(UG)_per_100G,Vitamin_C_(MG)_per_100G,Vitamin_D_(UG)_per_100G
"Soup, Italian wedding",1 can,525.0,22.0,7.38,0.68,2.4,23.0,3.57,239.0,72.0,4.3,0.0
"Soup, Manhattan clam chowder",1 can,525.0,14.0,5.26,0.52,0.51,11.0,2.48,249.0,35.0,4.6,0.0
"Soup, Matzo ball",Quantity not specified,245.0,19.0,10.68,0.6,1.96,8.0,3.09,264.0,79.0,1.4,0.4
"Soup, NFS",Quantity not specified,245.0,14.0,6.09,0.66,1.3,13.0,3.51,247.0,40.0,5.2,0.0
"Soup, New England clam chowder",1 individual container,440.0,19.0,9.25,0.48,4.8,13.0,3.12,247.0,70.0,5.5,0.2
"Soup, barley",1 can,525.0,11.0,6.66,0.53,2.07,11.0,3.34,247.0,27.0,3.7,0.0
"Soup, bean",1 cup,255.0,20.0,11.62,0.87,0.76,31.0,3.76,244.0,52.0,1.4,0.0
"Soup, bean, canned",Quantity not specified,255.0,17.0,8.1,0.56,0.68,21.0,2.44,264.0,52.0,1.4,0.0
"Soup, bean, canned, reduced sodium",1 can,525.0,17.0,8.12,0.56,0.68,21.0,2.45,187.0,53.0,1.4,0.0
"Soup, bean, with meat",Quantity not specified,255.0,19.0,10.0,1.01,2.35,29.0,5.88,248.0,42.0,1.1,0.0
"Soup, beef",1 cup,245.0,12.0,4.04,0.4,2.05,11.0,3.28,249.0,33.0,6.8,0.0
"Soup, beef, canned",1 cup,245.0,12.0,4.86,0.25,1.17,9.0,1.94,266.0,47.0,5.2,0.0
"Soup, bisque",Quantity not specified,255.0,28.0,5.9,0.56,4.81,10.0,2.28,239.0,100.0,3.9,0.2
"Soup, borscht",1 cup,245.0,11.0,3.9,0.25,0.37,9.0,0.52,245.0,25.0,3.5,0.0
"Soup, bouillabaisse",1 cup,255.0,17.0,1.59,0.5,3.05,14.0,8.25,225.0,19.0,2.8,0.1
"Soup, broccoli cheese",1 can,525.0,108.0,6.08,0.49,4.54,14.0,4.26,329.0,62.0,32.6,0.1
"Soup, broth",1 carton,910.0,5.0,0.24,0.12,0.22,2.0,0.89,372.0,0.0,0.0,0.0
"Soup, chicken",Quantity not specified,245.0,11.0,4.04,0.23,1.14,12.0,3.44,249.0,33.0,6.8,0.0
"Soup, chicken noodle",1 cup,245.0,10.0,6.21,0.38,1.4,11.0,3.84,248.0,29.0,3.7,0.0
"Soup, chicken noodle, canned",1 individual container,440.0,12.0,6.02,0.32,0.98,9.0,2.38,267.0,48.0,2.7,0.0
"Soup, chicken, canned",1 can,525.0,11.0,4.86,0.16,0.72,9.0,2.02,266.0,48.0,5.2,0.0
"Soup, chicken, canned, reduced sodium",1 cup,245.0,11.0,4.87,0.16,0.72,9.0,2.02,190.0,48.0,5.2,0.0
"Soup, cream of chicken",1 cup,255.0,18.0,6.79,0.4,5.42,13.0,4.0,251.0,72.0,6.9,0.2
"Soup, cream of mushroom",1 cup,255.0,15.0,5.7,0.3,4.76,8.0,2.1,242.0,60.0,1.5,0.2
"Soup, cream of tomato",1 cup,255.0,19.0,6.39,0.6,4.68,10.0,1.21,246.0,75.0,6.0,0.2
"Soup, cream of vegetable",1 individual container,440.0,19.0,7.83,0.36,4.72,13.0,1.41,245.0,75.0,9.0,0.2
"Soup, egg drop",1 cup,245.0,7.0,4.29,0.26,0.61,2.0,1.16,370.0,20.0,6.5,0.2
"Soup, fish or shrimp",1 cup,245.0,12.0,4.04,0.17,0.47,11.0,2.58,253.0,34.0,6.8,0.1
"Soup, fruit",Quantity not specified,245.0,9.0,7.04,0.24,0.12,9.0,0.54,8.0,61.0,19.5,0.0
"Soup, gazpacho",Quantity not specified,245.0,11.0,4.49,0.24,0.63,10.0,0.81,208.0,33.0,36.0,0.0
"Soup, hot and sour",1 cup,245.0,19.0,4.35,0.64,1.21,9.0,2.58,376.0,9.0,0.0,0.1
"Soup, lentil",1 cup,255.0,17.0,10.2,1.36,0.69,18.0,3.82,244.0,52.0,2.0,0.0
"Soup, lentil, canned",1 cup,255.0,15.0,7.22,0.86,0.64,12.0,2.48,264.0,52.0,1.8,0.0
"Soup, lentil, canned, reduced sodium",1 can,525.0,15.0,7.23,0.87,0.64,12.0,2.49,188.0,53.0,1.8,0.0
"Soup, lentil, with meat",1 individual container,440.0,17.0,8.76,1.43,2.3,17.0,5.94,249.0,42.0,1.6,0.0
"Soup, meatball",1 cup,245.0,12.0,5.53,0.54,2.17,13.0,2.65,285.0,25.0,6.8,0.0
"Soup, minestrone",1 individual container,440.0,13.0,7.3,0.48,0.5,13.0,1.71,241.0,31.0,5.9,0.0
"Soup, miso or tofu",Quantity not specified,245.0,25.0,2.3,0.47,0.85,8.0,2.21,467.0,5.0,1.9,0.0
"Soup, mulligatawany",Quantity not specified,245.0,14.0,7.0,0.59,1.67,14.0,1.68,259.0,34.0,7.0,0.0
"Soup, noodle, NFS",Quantity not specified,245.0,14.0,10.08,0.68,2.99,13.0,5.48,290.0,30.0,3.2,0.2
"Soup, peanut",1 cup,245.0,18.0,8.36,0.41,5.29,30.0,3.24,246.0,40.0,11.0,0.0
"Soup, pepperpot",1 cup,245.0,22.0,6.79,0.43,5.75,12.0,3.06,251.0,71.0,6.9,0.2
"Soup, pho, no meat",1 cup,245.0,26.0,5.9,0.27,0.93,7.0,1.42,357.0,22.0,5.5,0.0
"Soup, pho, with meat",1 cup,245.0,9.0,5.6,0.58,3.33,7.0,5.81,365.0,1.0,1.0,0.0
"Soup, pork or ham",Quantity not specified,245.0,13.0,4.04,0.32,2.17,11.0,3.14,247.0,33.0,6.8,0.1
"Soup, potato",1 cup,255.0,15.0,10.53,0.34,4.71,13.0,1.51,240.0,60.0,7.1,0.2
"Soup, potato with meat",Quantity not specified,255.0,17.0,8.81,0.48,6.43,13.0,3.78,246.0,60.0,5.5,0.3
"Soup, pozole",Quantity not specified,245.0,10.0,4.59,0.26,1.23,10.0,3.38,248.0,28.0,3.7,0.0
"Soup, pumpkin",1 individual container,440.0,23.0,6.86,0.74,4.7,12.0,1.1,241.0,368.0,2.3,0.2
"Soup, ramen noodles, water added","1 oz, dry, yields",165.0,6.0,9.04,0.62,2.64,5.0,1.53,282.0,0.0,0.0,0.0
"Soup, rice",1 cup,245.0,9.0,6.78,0.35,1.15,10.0,3.54,247.0,28.0,3.7,0.0
"Soup, seaweed",Quantity not specified,245.0,20.0,1.52,0.58,1.87,11.0,3.73,324.0,10.0,1.9,0.0
"Soup, sopa de fideo aguada",1 cup,245.0,8.0,13.73,0.77,3.29,11.0,2.54,267.0,4.0,1.9,0.0
"Soup, sopa or caldo de pollo",Quantity not specified,245.0,12.0,4.04,0.31,1.58,14.0,6.23,295.0,35.0,6.8,0.0
"Soup, sopa or caldo de res",Quantity not specified,245.0,14.0,4.04,0.65,3.4,13.0,5.91,294.0,33.0,6.8,0.0
"Soup, split pea",1 can,525.0,15.0,10.59,0.55,0.7,18.0,3.55,244.0,52.0,1.6,0.0
"Soup, split pea, with meat",1 can,525.0,15.0,9.1,0.65,2.42,17.0,5.57,248.0,42.0,1.3,0.1
"Soup, tomato",1 cup,245.0,11.0,3.64,0.44,0.41,9.0,0.65,244.0,36.0,5.9,0.0
"Soup, tomato, canned",1 cup,245.0,8.0,7.65,0.44,0.33,7.0,0.63,263.0,6.0,2.8,0.0
"Soup, tomato, canned / carton, reduced sodium",1 cup,245.0,8.0,7.67,0.44,0.33,7.0,0.64,191.0,6.0,2.8,0.0
"Soup, tortilla",1 can,525.0,24.0,12.56,0.39,4.17,21.0,4.22,257.0,28.0,3.7,0.0
"Soup, vegetable",1 cup,245.0,12.0,5.08,0.2,0.45,11.0,0.84,243.0,36.0,8.9,0.0
"Soup, vegetable, canned",1 can,525.0,8.0,7.62,0.24,0.4,12.0,1.12,260.0,23.0,6.4,0.0
"Soup, vegetable, canned, reduced sodium",1 can,525.0,8.0,7.63,0.24,0.4,12.0,1.12,183.0,23.0,6.4,0.0
"Soup, vegetable, with meat",1 can,525.0,12.0,4.04,0.31,1.6,11.0,3.36,249.0,33.0,6.8,0.0
"Soup, wonton",Quantity not specified,245.0,10.0,2.95,0.24,1.31,6.0,2.39,370.0,1.0,1.7,0.0
"Soupy rice mixture with chicken and potatoes, Puerto Rican style",Quantity not specified,300.0,12.0,12.07,0.74,4.26,16.0,6.34,290.0,6.0,9.1,0.0
"Soupy rice with chicken, Puerto Rican style",Quantity not specified,329.0,21.0,16.47,1.35,4.04,19.0,12.07,754.0,20.0,6.9,0.0
"Sour cream, fat free",1 tablespoon,15.0,125.0,15.6,0.0,0.0,10.0,3.1,141.0,73.0,0.0,0.0
"Sour cream, imitation",1 tablespoon,15.0,3.0,6.63,0.39,19.52,6.0,2.4,102.0,0.0,0.0,0.0
"Sour cream, light",1 cup,240.0,141.0,7.1,0.07,10.6,10.0,3.5,83.0,90.0,0.9,0.2
"Sour cream, regular",1 tablespoon,15.0,107.0,5.56,0.0,17.99,10.0,3.07,50.0,152.0,0.9,0.0
"Soursop, nectar",Quantity not specified,248.0,7.0,14.93,0.36,0.17,3.0,0.11,8.0,0.0,11.1,0.0
"Soy based sauce, for use with vegetables",Guideline amount per cup of vegetable,60.0,9.0,20.07,0.34,0.15,16.0,1.65,1101.0,0.0,0.0,0.0
Soy chips,1 large single serving bag,85.0,171.0,53.15,5.2,7.35,170.0,26.5,842.0,0.0,0.0,0.0
"Soy milk, chocolate",1 fl oz,30.5,94.0,8.32,0.55,2.03,22.0,3.35,32.0,54.0,0.0,0.6
"Soy milk, sweetened",Guideline amount per fl oz of beverage,2.5,97.0,5.22,0.52,2.05,21.0,3.41,33.0,56.0,0.0,0.7
"Soy milk, unsweetened",Guideline amount per fl oz of beverage,2.5,101.0,1.29,0.54,2.12,22.0,3.55,34.0,58.0,0.0,0.7
Soy nut butter,Guideline amount per slice of bread/roll,16.0,83.0,23.0,2.35,50.01,87.0,23.02,290.0,6.0,1.3,0.0
Soy nuts,1 small single serving bag,28.0,138.0,30.22,3.9,25.4,145.0,38.55,163.0,10.0,2.2,0.0
Soy sauce,Quantity not specified,16.0,33.0,4.93,1.45,0.57,74.0,8.14,5493.0,0.0,0.0,0.0
"Soy sauce, reduced sodium",1 individual packet,9.0,30.0,5.59,1.35,0.3,69.0,9.05,3598.0,0.0,0.0,0.0
Soybean curd,1 cubic inch,17.6,111.0,1.18,1.11,3.69,27.0,7.17,8.0,0.0,0.2,0.0
Soybean curd cheese,1 cup,225.0,188.0,6.9,5.6,8.1,228.0,12.5,20.0,2.0,0.0,0.0
"Soybean curd, breaded, fried",1 cubic inch,17.0,120.0,8.71,1.58,9.62,29.0,8.39,91.0,9.0,0.2,0.1
"Soybean curd, deep fried",Quantity not specified,39.0,372.0,8.86,4.87,20.18,60.0,18.82,16.0,1.0,0.0,0.0
Soybean oil,1 cup,224.0,0.0,0.0,0.05,100.0,0.0,0.0,0.0,0.0,0.0,0.0
"Soybeans, cooked",1 cup,185.0,95.0,7.77,4.79,14.84,80.0,16.92,217.0,0.0,1.5,0.0
"Spaghetti and meatballs dinner, NFS, frozen meal",1 meal (12.5 oz),354.0,23.0,15.06,0.93,3.39,16.0,5.58,295.0,40.0,6.7,0.0
Spaghetti sauce,Quantity not specified,65.0,27.0,8.05,0.78,1.48,18.0,1.41,419.0,32.0,2.0,0.0
Spaghetti sauce with added vegetables,1 cup,260.0,23.0,7.45,0.69,1.2,17.0,1.52,321.0,33.0,12.1,0.0
Spaghetti sauce with meat,Quantity not specified,65.0,26.0,6.54,1.1,4.36,18.0,5.94,412.0,27.0,1.6,0.0
Spaghetti sauce with meat and added vegetables,1 cup,260.0,23.0,6.05,1.02,4.13,18.0,6.03,333.0,28.0,9.8,0.0
Spaghetti sauce with poultry,1 cup,260.0,26.0,6.54,0.82,2.62,20.0,6.29,410.0,29.0,1.6,0.0
Spaghetti sauce with poultry and added vegetables,Quantity not specified,65.0,23.0,6.05,0.75,2.39,19.0,6.39,331.0,30.0,9.8,0.0
Spaghetti sauce with seafood,Quantity not specified,65.0,42.0,7.09,1.08,1.48,21.0,5.33,432.0,40.0,2.0,0.0
Spaghetti sauce with seafood and added vegetables,1 cup,260.0,39.0,6.6,1.01,1.25,20.0,5.43,353.0,41.0,10.2,0.0
"Spaghetti sauce, fat free",Quantity not specified,65.0,14.0,5.31,0.96,0.3,15.0,1.2,474.0,22.0,7.0,0.0
"Spaghetti sauce, reduced sodium",1 cup,260.0,27.0,8.06,0.78,1.48,18.0,1.41,30.0,33.0,2.0,0.0
"Spaghetti squash, cooked",Quantity not specified,78.0,21.0,6.26,0.33,2.8,11.0,0.65,138.0,17.0,3.4,0.0
"Spaghetti with meat sauce, diet frozen meal",1 meal (10.5 oz),298.0,23.0,15.06,0.93,3.39,16.0,5.58,295.0,40.0,6.7,0.0
Spam,Guideline amount on regular sandwich,56.0,0.0,4.6,0.64,26.6,14.0,13.4,1411.0,0.0,0.0,0.6
Spam sandwich,"1 sandwich, any size",135.0,97.0,27.64,1.83,12.83,20.0,10.03,913.0,3.0,0.5,0.3
"Spam, reduced sodium","1 cup, pieces",140.0,0.0,3.4,0.64,25.1,14.0,12.5,1036.0,0.0,43.0,0.6
Spanakopita,Quantity not specified,90.0,132.0,10.35,1.25,15.15,48.0,8.27,392.0,233.0,9.4,0.3
Spanish rice with ground beef,Quantity not specified,173.0,23.0,14.79,1.56,6.91,14.0,9.68,346.0,8.0,8.4,0.0
"Spanish rice, NS as to fat",1 cup,243.0,21.0,19.64,1.1,2.6,11.0,2.87,310.0,10.0,11.2,0.0
"Spanish rice, fat added",Quantity not specified,182.0,21.0,19.65,1.11,2.6,11.0,2.87,310.0,10.0,11.2,0.0
"Spanish rice, from restaurant",Quantity not specified,182.0,20.0,31.16,1.15,5.29,13.0,3.28,528.0,6.0,0.1,0.0
"Spanish rice, no added fat",1 cup,243.0,21.0,19.91,1.12,1.01,11.0,2.91,314.0,10.0,11.3,0.0
Spinach and artichoke dip,1 individual container,70.0,120.0,5.07,0.44,32.76,22.0,4.21,620.0,151.0,1.6,0.1
Spinach and cheese casserole,1 cup,200.0,235.0,9.86,1.74,7.59,62.0,7.05,311.0,427.0,1.1,0.4
"Spinach dip, light",1 tablespoon,15.0,84.0,11.42,0.22,12.41,12.0,2.2,488.0,89.0,0.5,0.2
"Spinach dip, regular",1 individual container,70.0,75.0,3.44,0.23,35.83,12.0,2.35,570.0,119.0,0.5,0.2
"Spinach dip, yogurt based",1 individual container,70.0,103.0,3.59,0.21,12.96,15.0,7.02,514.0,112.0,0.7,0.2
"Spinach quiche, meatless","1 piece (1/8 of 9"" dia)",143.0,231.0,11.68,1.08,23.51,39.0,10.29,317.0,264.0,4.3,0.9
"Spinach salad, no dressing",1 cup,74.0,60.0,2.09,1.22,5.07,71.0,7.02,220.0,236.0,19.1,0.5
Spinach souffle,Quantity not specified,50.0,102.0,7.13,1.01,8.64,29.0,5.72,160.0,252.0,0.6,1.0
"Spinach, NS as to form, cooked",1 cup,185.0,77.0,3.01,1.2,3.68,106.0,3.32,264.0,344.0,24.2,0.0
"Spinach, canned, cooked with butter or margarine",Quantity not specified,110.0,124.0,3.31,2.23,2.68,74.0,2.74,330.0,499.0,13.2,0.1
"Spinach, canned, cooked with oil",Quantity not specified,110.0,123.0,3.3,2.24,3.4,74.0,2.73,313.0,476.0,13.2,0.0
"Spinach, canned, cooked, fat added, NS as to fat type",Quantity not specified,110.0,124.0,3.31,2.24,3.04,74.0,2.74,321.0,487.0,13.2,0.0
"Spinach, canned, cooked, no added fat",1 cup,215.0,127.0,3.4,2.3,0.5,76.0,2.81,322.0,490.0,13.6,0.0
"Spinach, creamed",Quantity not specified,100.0,58.0,6.11,0.76,6.09,67.0,2.39,450.0,257.0,15.1,0.3
"Spinach, for use on a sandwich",Quantity not specified,10.0,68.0,2.41,1.26,0.62,93.0,2.85,111.0,283.0,26.5,0.0
"Spinach, fresh, cooked with butter or margarine",Quantity not specified,93.0,77.0,3.02,1.2,3.26,106.0,3.33,274.0,358.0,24.2,0.1
"Spinach, fresh, cooked with oil",Quantity not specified,93.0,76.0,3.01,1.2,4.1,106.0,3.31,254.0,331.0,24.2,0.0
"Spinach, fresh, cooked, fat added, NS as to fat type",1 cup,185.0,77.0,3.01,1.2,3.68,106.0,3.32,264.0,344.0,24.2,0.0
"Spinach, fresh, cooked, no added fat",1 cup,180.0,79.0,3.1,1.23,0.7,109.0,3.41,262.0,341.0,24.9,0.0
"Spinach, frozen, cooked with butter or margarine",1 cup,220.0,149.0,4.66,1.9,3.03,79.0,3.9,223.0,606.0,2.1,0.0
"Spinach, frozen, cooked with oil",Quantity not specified,110.0,148.0,4.65,1.9,3.75,79.0,3.88,206.0,584.0,2.1,0.0
"Spinach, frozen, cooked, fat added, NS as to fat type",Quantity not specified,110.0,149.0,4.65,1.9,3.39,79.0,3.89,215.0,595.0,2.1,0.0
"Spinach, frozen, cooked, no added fat",Quantity not specified,108.0,153.0,4.79,1.95,0.87,82.0,4.0,212.0,601.0,2.2,0.0
"Spinach, raw",1 leaf,10.0,68.0,2.41,1.26,0.62,93.0,2.85,111.0,283.0,26.5,0.0
"Split peas, from dried, fat added",1 cup,185.0,13.0,19.61,1.21,6.87,33.0,7.75,218.0,0.0,0.4,0.0
"Split peas, from dried, no added fat",Quantity not specified,90.0,14.0,20.97,1.28,0.39,36.0,8.29,233.0,0.0,0.4,0.0
Spoonbread,Quantity not specified,94.0,126.0,18.55,1.08,7.06,19.0,6.68,382.0,118.0,0.1,1.6
Sports drink (Gatorade G),Quantity not specified,496.0,1.0,6.43,0.05,0.0,0.0,0.0,39.0,0.0,0.4,0.0
Sports drink (Powerade),Quantity not specified,496.0,1.0,7.84,0.09,0.05,0.0,0.0,42.0,0.0,0.0,0.0
"Sports drink, NFS",1 cup,248.0,1.0,6.43,0.05,0.0,0.0,0.0,39.0,0.0,0.4,0.0
"Sports drink, dry concentrate, not reconstituted",Quantity not specified,36.0,11.0,97.9,0.17,1.01,165.0,0.0,130.0,0.0,40.6,0.0
"Sports drink, low calorie",1 cup,240.0,0.0,1.94,0.0,0.01,0.0,0.05,45.0,0.0,0.0,0.0
"Sports drink, low calorie (Gatorade G2)",1 bottle (20 fl oz),600.0,0.0,1.94,0.0,0.01,0.0,0.05,45.0,0.0,0.0,0.0
"Sports drink, low calorie (Powerade Zero)",1 cup,240.0,0.0,0.14,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
"Sprouts, NFS",Quantity not specified,28.0,13.0,5.94,0.91,0.18,21.0,3.04,6.0,1.0,13.2,0.0
"Squash, summer, casserole with tomato and cheese",1 cup,217.0,90.0,8.87,0.84,4.32,23.0,3.48,228.0,45.0,13.8,0.2
"Squash, summer, casserole, with cheese sauce",1 cup,217.0,82.0,9.28,0.77,4.71,23.0,3.69,172.0,36.0,13.9,0.2
"Squash, summer, casserole, with rice and tomato sauce",1 cup,233.0,26.0,14.9,0.97,1.66,19.0,2.32,120.0,18.0,10.4,0.0
"Squash, summer, souffle",1 cup,136.0,63.0,6.87,0.79,8.94,18.0,4.65,232.0,114.0,6.6,0.9
"Squash, winter, souffle",1 cup,157.0,35.0,12.14,0.79,2.26,13.0,3.4,164.0,225.0,7.0,0.5
Squirrel,Quantity not specified,85.0,3.0,0.0,6.76,4.65,28.0,30.53,425.0,0.0,0.0,0.0
"Starfruit, raw",Quantity not specified,50.0,3.0,6.73,0.08,0.33,10.0,1.04,2.0,3.0,34.4,0.0
Steak sandwich or sub on wheat,1 miniature/slider,60.0,91.0,23.49,2.91,8.27,39.0,18.93,406.0,2.0,0.1,0.1
Steak sandwich or sub on white,Quantity not specified,115.0,117.0,25.45,3.02,8.07,24.0,17.91,411.0,2.0,0.0,0.1
Steak sauce,Quantity not specified,17.0,19.0,22.04,1.37,0.23,17.0,1.25,1647.0,15.0,6.8,0.0
Steak tartare,1 cup,225.0,28.0,0.34,2.12,15.6,17.0,17.45,370.0,42.0,0.2,0.6
Steak teriyaki,Quantity not specified,183.0,10.0,1.94,2.53,8.25,26.0,28.86,517.0,0.0,0.0,0.1
"Steak, NS as to type of meat, NS as to fat eaten",1 oz yields,20.0,17.0,0.0,2.6,12.99,21.0,26.95,367.0,4.0,0.0,0.2
"Stew, NFS",Quantity not specified,255.0,16.0,6.29,0.8,4.11,17.0,8.93,308.0,131.0,7.0,0.0
"Stew, beef",Quantity not specified,255.0,17.0,6.29,0.97,5.07,16.0,8.76,307.0,130.0,7.0,0.0
"Stew, beef, canned",1 can,440.0,12.0,6.54,0.57,5.96,13.0,5.0,395.0,89.0,5.5,0.0
"Stew, beef, with pasta",Quantity not specified,255.0,14.0,10.81,1.18,5.23,15.0,9.76,299.0,65.0,3.5,0.0
"Stew, chicken",Quantity not specified,255.0,14.0,6.29,0.46,2.34,18.0,9.24,309.0,132.0,7.0,0.0
"Stew, chicken, with pasta",Quantity not specified,255.0,10.0,10.81,0.67,2.49,18.0,10.24,301.0,68.0,3.5,0.0
"Stew, fish",1 cup,255.0,22.0,2.75,0.19,0.42,15.0,7.63,273.0,67.0,2.8,0.1
"Stew, lamb",1 cup,255.0,16.0,6.29,0.79,6.39,17.0,8.19,308.0,129.0,7.0,0.0
"Stew, pork",1 cup,255.0,19.0,6.29,0.75,5.42,17.0,8.35,304.0,129.0,7.0,0.4
"Stew, pork, with pasta",1 cup,255.0,16.0,10.81,0.95,5.58,16.0,9.35,296.0,65.0,3.5,0.4
"Stew, vegetable",Quantity not specified,255.0,18.0,10.07,0.36,0.24,16.0,1.41,296.0,206.0,11.2,0.0
"Stewed chicken with tomato-based sauce, Mexican style",1/2 chicken breast with sauce,128.0,12.0,2.48,0.57,7.06,14.0,11.98,397.0,8.0,3.9,0.0
"Stewed chitterlings, Puerto Rican style",1 cup,240.0,25.0,3.83,1.16,18.5,13.0,8.38,55.0,15.0,23.7,0.0
"Stewed dried beef, Puerto Rican style",Quantity not specified,150.0,20.0,3.91,1.62,19.13,16.0,17.69,1770.0,8.0,7.5,0.0
"Stewed gizzards, Puerto Rican style",1 cup,260.0,31.0,4.41,2.52,8.69,11.0,20.26,380.0,79.0,6.2,0.3
"Stewed goat, Puerto Rican style",1 piece with gravy,88.0,21.0,1.98,3.05,18.08,5.0,22.32,752.0,8.0,4.2,0.1
"Stewed pig's feet, Puerto Rican style",Quantity not specified,138.0,12.0,4.13,0.76,8.7,11.0,9.99,483.0,59.0,5.7,0.1
"Stewed pork, Puerto Rican style",Quantity not specified,150.0,20.0,2.75,1.09,12.69,26.0,17.91,579.0,8.0,8.2,0.4
Stewed potatoes,Quantity not specified,125.0,8.0,16.26,0.38,3.39,23.0,1.99,147.0,0.0,15.1,0.0
Stewed potatoes with tomatoes,Quantity not specified,125.0,10.0,12.89,0.36,3.29,20.0,1.71,146.0,13.0,15.1,0.0
"Stewed potatoes, Puerto Rican style",1 small,123.0,12.0,18.75,0.38,3.71,20.0,2.09,299.0,3.0,11.7,0.0
"Stewed rabbit, Puerto Rican style,",1 cup (yield after bone removed),177.0,20.0,6.83,1.73,12.7,21.0,17.14,440.0,2.0,6.0,0.0
"Stewed rice, Puerto Rican style",1 cup,170.0,17.0,33.43,1.79,7.8,13.0,3.96,654.0,2.0,3.1,0.0
"Stewed salmon, Puerto Rican style",Quantity not specified,106.0,131.0,8.47,0.84,7.02,29.0,12.02,448.0,12.0,7.2,7.6
"Stewed seasoned ground beef, Mexican style",1 cup,222.0,17.0,1.28,1.73,11.38,16.0,14.27,464.0,6.0,4.0,0.1
"Stewed seasoned ground beef, Puerto Rican style",1 cup,200.0,27.0,3.83,1.82,22.81,20.0,13.75,868.0,13.0,13.5,0.1
"Stewed tripe, with potatoes, Puerto Rican style",Quantity not specified,210.0,43.0,9.49,0.84,4.05,21.0,8.56,561.0,49.0,17.1,0.1
"Stewed, seasoned, ground beef and pork with potatoes, Mexican style",1 cup,222.0,16.0,4.16,1.15,8.02,19.0,12.84,193.0,4.0,6.2,0.2
"Stewed, seasoned, ground beef and pork, Mexican style",Quantity not specified,166.0,18.0,1.45,1.23,6.98,19.0,16.7,338.0,5.0,4.5,0.2
"Stewed, seasoned, ground beef with potatoes, Mexican style",Quantity not specified,166.0,15.0,5.6,1.4,7.88,18.0,10.42,333.0,6.0,13.7,0.1
Stir fried beef and vegetables in soy sauce,1 cup,162.0,21.0,4.44,1.24,4.81,18.0,10.73,338.0,26.0,3.2,0.3
"Strawberries, canned",1 cup,250.0,13.0,23.53,0.49,0.26,8.0,0.56,4.0,1.0,31.7,0.0
"Strawberries, frozen",1 cup,150.0,16.0,9.13,0.75,0.11,11.0,0.43,2.0,2.0,41.2,0.0
"Strawberries, raw",Quantity not specified,75.0,17.0,7.96,0.26,0.22,13.0,0.64,0.0,1.0,59.6,0.0
"Strawberry beverage powder, dry mix, not reconstituted",Quantity not specified,20.0,4.0,99.1,0.44,0.2,1.0,0.1,38.0,0.0,0.3,0.0
Strawberry drink syrup,1 tablespoon,20.0,0.0,65.1,0.03,0.02,1.0,0.0,0.0,0.0,0.0,0.0
"Strawberry juice, 100%",1 fl oz (no ice),30.0,12.0,5.17,0.17,0.14,9.0,0.42,1.0,1.0,38.7,0.0
"Strawberry milk, NFS",1 individual school container,248.0,121.0,8.54,0.02,2.06,12.0,3.2,39.0,55.0,0.1,1.1
"Strawberry milk, fat free  (skim)",Quantity not specified,248.0,122.0,12.06,0.03,0.09,11.0,3.18,41.0,59.0,0.0,1.0
"Strawberry milk, low fat (1%)",1 individual school container,248.0,117.0,12.3,0.03,0.89,11.0,3.13,39.0,54.0,0.0,1.0
"Strawberry milk, reduced fat (2%)",1 individual school container,248.0,118.0,10.7,0.03,1.8,11.0,3.16,39.0,78.0,0.2,1.0
"Strawberry milk, reduced sugar",Quantity not specified,248.0,123.0,6.72,0.01,2.1,12.0,3.27,39.0,56.0,0.1,1.1
"Strawberry milk, whole",1 fl oz,31.0,114.0,11.79,0.03,2.97,11.0,3.03,38.0,30.0,0.0,1.0
"Strudel, apple",1 piece,125.0,9.0,37.18,0.3,14.08,6.0,1.96,132.0,126.0,0.5,0.1
"Strudel, berry",Quantity not specified,125.0,21.0,39.23,0.56,14.24,15.0,2.43,131.0,129.0,1.4,0.1
"Strudel, cheese",1 cubic inch,8.5,103.0,39.14,0.32,19.81,12.0,5.85,190.0,190.0,0.0,0.1
"Strudel, cherry",1 cubic inch,8.5,12.0,40.68,0.35,14.1,9.0,2.22,131.0,129.0,0.9,0.1
"Strudel, peach",1 piece,125.0,9.0,36.73,0.37,14.08,8.0,2.09,133.0,137.0,1.3,0.1
Stuffed cabbage rolls with beef and rice,1 cabbage roll,103.0,28.0,8.83,1.1,5.06,16.0,8.3,338.0,19.0,13.4,0.1
"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style",Quantity not specified,220.0,31.0,11.14,0.69,2.95,14.0,3.14,147.0,5.0,20.6,0.0
"Stuffed cabbage, with meat, Puerto Rican style",Quantity not specified,175.0,41.0,8.41,1.19,15.13,25.0,9.56,723.0,58.0,27.5,0.3
"Stuffed chicken, drumstick or breast, Puerto Rican style",Quantity not specified,210.0,86.0,6.51,1.4,10.54,27.0,28.4,901.0,56.0,2.0,0.4
Stuffed grape leaves with beef and rice,1 roll,21.0,98.0,11.3,1.91,17.03,36.0,8.15,420.0,337.0,9.7,0.0
Stuffed grape leaves with lamb and rice,1 roll,21.0,105.0,11.89,1.83,21.52,38.0,8.17,71.0,359.0,8.0,0.0
